station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth, HEIGHT_OF_SNOW
None, -2.744, 79.61, None, None, None, None, None, -6.0, None, None, 2019-12-03 02:00:00, None, -0.624
None, -2.455, 80.8, None, None, None, None, None, -5.0, None, None, 2019-12-03 03:00:00, None, -0.736
None, -2.74, 80.8, None, None, None, None, None, -6.0, None, None, 2019-12-03 04:00:00, None, -0.801
None, -2.832, 82.8, None, None, None, None, None, -5.0, None, None, 2019-12-03 05:00:00, None, -0.717
None, -2.9, 84.5, None, None, None, None, None, -5.0, None, None, 2019-12-03 06:00:00, None, -0.76
None, -3.221, 85.7, None, None, None, None, None, -5.0, None, None, 2019-12-03 07:00:00, None, -0.616
None, -2.782, 85.4, None, None, None, None, None, -5.0, None, None, 2019-12-03 08:00:00, None, -0.765
None, -2.152, 84.9, None, None, None, None, None, -4.0, None, None, 2019-12-03 09:00:00, None, -0.667
None, 0.664, 78.62, None, None, None, None, None, -3.0, None, None, 2019-12-03 10:00:00, None, -0.603
None, 3.491, 69.46, None, None, None, None, None, -2.0, None, None, 2019-12-03 11:00:00, None, -0.796
None, 9.52, 56.64, None, None, None, None, None, 2.0, None, None, 2019-12-03 12:00:00, None, -0.596
None, 10.19, 53.61, None, None, None, None, None, 2.0, None, None, 2019-12-03 13:00:00, None, -0.711
None, 10.52, 51.29, None, None, None, None, None, 1.0, None, None, 2019-12-03 14:00:00, None, -0.799
None, 9.79, 55.9, None, None, None, None, None, 1.0, None, None, 2019-12-03 15:00:00, None, -0.884
None, 8.88, 57.66, None, None, None, None, None, 1.0, None, None, 2019-12-03 16:00:00, None, -0.944
None, 8.66, 62.13, None, None, None, None, None, 1.0, None, None, 2019-12-03 17:00:00, None, -1.133
None, 8.09, 62.32, None, None, None, None, None, 1.0, None, None, 2019-12-03 18:00:00, None, -1.027
None, 8.05, 61.97, None, None, None, None, None, 1.0, None, None, 2019-12-03 19:00:00, None, -0.664
None, 7.87, 62.36, None, None, None, None, None, 1.0, None, None, 2019-12-03 20:00:00, None, -0.945
None, 7.839, 60.38, None, None, None, None, None, 0.0, None, None, 2019-12-03 21:00:00, None, -1.074
None, 8.18, 60.29, None, None, None, None, None, 1.0, None, None, 2019-12-03 22:00:00, None, -0.867
None, 7.897, 61.77, None, None, None, None, None, 2.0, None, None, 2019-12-03 23:00:00, None, -0.959
None, 7.493, 64.48, None, None, None, None, None, 1.0, None, None, 2019-12-04 00:00:00, None, -0.744
None, 7.491, 63.75, None, None, None, None, None, 1.0, None, None, 2019-12-04 01:00:00, None, -0.974
None, 5.875, 67.86, None, None, None, None, None, 1.0, None, None, 2019-12-04 02:00:00, None, -1.496
None, 3.857, 79.93, None, None, None, None, None, 0.0, None, None, 2019-12-04 03:00:00, None, -1.028
None, 3.32, 88.7, None, None, None, None, None, 2.0, None, None, 2019-12-04 04:00:00, None, -1.024
None, 3.087, 91.7, None, None, None, None, None, 2.0, None, None, 2019-12-04 05:00:00, None, -0.934
None, 2.217, 89.0, None, None, None, None, None, 0.0, None, None, 2019-12-04 06:00:00, None, -0.879
None, 1.459, 92.4, None, None, None, None, None, 1.0, None, None, 2019-12-04 07:00:00, None, -0.882
None, 1.001, 96.8, None, None, None, None, None, 1.0, None, None, 2019-12-04 08:00:00, None, -0.923
None, 1.421, 78.45, None, None, None, None, None, -2.0, None, None, 2019-12-04 09:00:00, None, -0.979
None, 1.556, 73.6, None, None, None, None, None, -3.0, None, None, 2019-12-04 10:00:00, None, -1.167
None, 2.211, 70.44, None, None, None, None, None, -3.0, None, None, 2019-12-04 11:00:00, None, -1.21
None, 2.461, 79.92, None, None, None, None, None, -1.0, None, None, 2019-12-04 12:00:00, None, -0.964
None, 2.819, 74.47, None, None, None, None, None, -1.0, None, None, 2019-12-04 13:00:00, None, -0.947
None, 2.407, 76.25, None, None, None, None, None, -2.0, None, None, 2019-12-04 14:00:00, None, -0.941
None, 2.032, 80.4, None, None, None, None, None, -1.0, None, None, 2019-12-04 15:00:00, None, -1.092
None, 0.184, 90.4, None, None, None, None, None, 0.0, None, None, 2019-12-04 16:00:00, None, -1.126
None, -1.613, 94.8, None, None, None, None, None, -2.0, None, None, 2019-12-04 17:00:00, None, -1.17
None, -1.789, 95.6, None, None, None, None, None, -2.0, None, None, 2019-12-04 18:00:00, None, -0.913
None, -1.872, 96.5, None, None, None, None, None, -2.0, None, None, 2019-12-04 19:00:00, None, -1.05
None, -2.645, 96.1, None, None, None, None, None, -2.0, None, None, 2019-12-04 20:00:00, None, -1.226
None, -2.789, 96.0, None, None, None, None, None, -4.0, None, None, 2019-12-04 21:00:00, None, -1.141
None, -2.775, 96.6, None, None, None, None, None, -4.0, None, None, 2019-12-04 22:00:00, None, -0.937
None, -2.6, 84.2, None, None, None, None, None, -4.0, None, None, 2019-12-04 23:00:00, None, -0.989
None, -2.24, 81.1, None, None, None, None, None, -5.0, None, None, 2019-12-05 00:00:00, None, -0.94
None, -2.522, 75.34, None, None, None, None, None, -6.0, None, None, 2019-12-05 01:00:00, None, -0.914
None, -2.356, 71.01, None, None, None, None, None, -6.0, None, None, 2019-12-05 02:00:00, None, -0.869
None, -2.387, 71.17, None, None, None, None, None, -6.0, None, None, 2019-12-05 03:00:00, None, -0.91
None, -2.344, 74.42, None, None, None, None, None, -6.0, None, None, 2019-12-05 04:00:00, None, -0.97
None, -2.978, 67.8, None, None, None, None, None, -7.0, None, None, 2019-12-05 05:00:00, None, -1.014
None, -3.037, 67.48, None, None, None, None, None, -7.0, None, None, 2019-12-05 06:00:00, None, -0.935
None, -2.974, 67.75, None, None, None, None, None, -8.0, None, None, 2019-12-05 07:00:00, None, -1.057
None, -3.077, 64.31, None, None, None, None, None, -9.0, None, None, 2019-12-05 08:00:00, None, -0.907
None, -3.148, 62.45, None, None, None, None, None, -8.0, None, None, 2019-12-05 09:00:00, None, -1.113
None, -3.006, 63.65, None, None, None, None, None, -8.0, None, None, 2019-12-05 10:00:00, None, -0.928
None, -2.633, 62.93, None, None, None, None, None, -8.0, None, None, 2019-12-05 11:00:00, None, -1.08
None, -2.059, 63.66, None, None, None, None, None, -7.0, None, None, 2019-12-05 12:00:00, None, -1.071
None, -1.543, 64.81, None, None, None, None, None, -6.0, None, None, 2019-12-05 13:00:00, None, -0.954
None, -1.005, 67.01, None, None, None, None, None, -6.0, None, None, 2019-12-05 14:00:00, None, -1.062
None, -1.486, 68.37, None, None, None, None, None, -6.0, None, None, 2019-12-05 15:00:00, None, -0.947
None, -2.276, 72.19, None, None, None, None, None, -6.0, None, None, 2019-12-05 16:00:00, None, -1.179
None, -3.667, 81.5, None, None, None, None, None, -6.0, None, None, 2019-12-05 17:00:00, None, -1.066
None, -3.512, 80.3, None, None, None, None, None, -6.0, None, None, 2019-12-05 18:00:00, None, -1.136
None, -3.337, 81.5, None, None, None, None, None, -6.0, None, None, 2019-12-05 19:00:00, None, -1.005
None, -3.504, 82.6, None, None, None, None, None, -6.0, None, None, 2019-12-05 20:00:00, None, -0.936
None, -3.647, 87.7, None, None, None, None, None, -5.0, None, None, 2019-12-05 21:00:00, None, -0.988
None, -3.909, 91.8, None, None, None, None, None, -4.0, None, None, 2019-12-05 22:00:00, None, -0.689
None, -3.801, 93.0, None, None, None, None, None, -5.0, None, None, 2019-12-05 23:00:00, None, -0.692
None, -3.845, 92.4, None, None, None, None, None, -5.0, None, None, 2019-12-06 00:00:00, None, -0.464
None, -3.543, 93.5, None, None, None, None, None, -5.0, None, None, 2019-12-06 01:00:00, None, 0.329
None, -3.47, 93.6, None, None, None, None, None, -5.0, None, None, 2019-12-06 02:00:00, None, 1.105
None, -3.569, 93.5, None, None, None, None, None, -4.0, None, None, 2019-12-06 03:00:00, None, 0.89
None, -3.39, 93.8, None, None, None, None, None, -4.0, None, None, 2019-12-06 04:00:00, None, 1.151
None, -3.204, 93.8, None, None, None, None, None, -4.0, None, None, 2019-12-06 05:00:00, None, 2.445
None, -3.337, 93.7, None, None, None, None, None, -4.0, None, None, 2019-12-06 06:00:00, None, 2.35
None, -3.194, 93.4, None, None, None, None, None, -4.0, None, None, 2019-12-06 07:00:00, None, 2.331
None, -2.91, 92.2, None, None, None, None, None, -4.0, None, None, 2019-12-06 08:00:00, None, 2.463
None, -3.089, 90.7, None, None, None, None, None, -4.0, None, None, 2019-12-06 09:00:00, None, 2.348
None, -2.772, 87.9, None, None, None, None, None, -4.0, None, None, 2019-12-06 10:00:00, None, 2.225
None, -2.395, 86.7, None, None, None, None, None, -4.0, None, None, 2019-12-06 11:00:00, None, 2.508
None, -2.086, 88.5, None, None, None, None, None, -4.0, None, None, 2019-12-06 12:00:00, None, 2.608
None, -1.958, 86.5, None, None, None, None, None, -4.0, None, None, 2019-12-06 13:00:00, None, 2.591
None, -1.659, 88.1, None, None, None, None, None, -3.0, None, None, 2019-12-06 14:00:00, None, 2.722
None, -1.672, 88.1, None, None, None, None, None, -3.0, None, None, 2019-12-06 15:00:00, None, 2.681
None, -1.529, 89.2, None, None, None, None, None, -3.0, None, None, 2019-12-06 16:00:00, None, 2.717
None, -1.969, 92.2, None, None, None, None, None, -3.0, None, None, 2019-12-06 17:00:00, None, 2.682
None, -2.102, 93.5, None, None, None, None, None, -3.0, None, None, 2019-12-06 18:00:00, None, 2.439
None, -1.932, 94.6, None, None, None, None, None, -3.0, None, None, 2019-12-06 19:00:00, None, 2.71
None, -1.496, 95.8, None, None, None, None, None, -2.0, None, None, 2019-12-06 20:00:00, None, 2.849
None, -1.464, 94.1, None, None, None, None, None, -3.0, None, None, 2019-12-06 21:00:00, None, 2.778
None, -1.773, 94.6, None, None, None, None, None, -3.0, None, None, 2019-12-06 22:00:00, None, 2.85
None, -1.801, 95.4, None, None, None, None, None, -3.0, None, None, 2019-12-06 23:00:00, None, 2.768
None, -2.161, 95.8, None, None, None, None, None, -2.0, None, None, 2019-12-07 00:00:00, None, 2.788
None, -2.637, 95.6, None, None, None, None, None, -3.0, None, None, 2019-12-07 01:00:00, None, 2.719
None, -2.665, 95.9, None, None, None, None, None, -3.0, None, None, 2019-12-07 02:00:00, None, 2.739
None, -2.562, 95.7, None, None, None, None, None, -3.0, None, None, 2019-12-07 03:00:00, None, 2.651
None, -2.772, 96.1, None, None, None, None, None, -3.0, None, None, 2019-12-07 04:00:00, None, 2.661
None, -2.732, 96.0, None, None, None, None, None, -4.0, None, None, 2019-12-07 05:00:00, None, 2.542
None, -3.096, 95.7, None, None, None, None, None, -3.0, None, None, 2019-12-07 06:00:00, None, 2.619
None, -3.092, 96.7, None, None, None, None, None, -4.0, None, None, 2019-12-07 07:00:00, None, 2.566
None, -3.247, 95.9, None, None, None, None, None, -4.0, None, None, 2019-12-07 08:00:00, None, 2.516
None, -2.918, 95.9, None, None, None, None, None, -4.0, None, None, 2019-12-07 09:00:00, None, 2.495
None, -2.245, 94.4, None, None, None, None, None, -3.0, None, None, 2019-12-07 10:00:00, None, 2.374
None, -1.199, 91.8, None, None, None, None, None, -2.0, None, None, 2019-12-07 11:00:00, None, 2.303
None, -0.794, 91.0, None, None, None, None, None, -2.0, None, None, 2019-12-07 12:00:00, None, 2.3
None, 0.498, 88.5, None, None, None, None, None, -1.0, None, None, 2019-12-07 13:00:00, None, 2.085
None, 0.617, 89.1, None, None, None, None, None, -1.0, None, None, 2019-12-07 14:00:00, None, 1.86
None, -0.256, 91.7, None, None, None, None, None, -2.0, None, None, 2019-12-07 15:00:00, None, 1.961
None, -0.433, 91.5, None, None, None, None, None, -2.0, None, None, 2019-12-07 16:00:00, None, 1.983
None, -0.742, 93.7, None, None, None, None, None, -1.0, None, None, 2019-12-07 17:00:00, None, 1.955
None, -1.662, 95.2, None, None, None, None, None, -2.0, None, None, 2019-12-07 18:00:00, None, 1.968
None, -0.893, 95.7, None, None, None, None, None, -2.0, None, None, 2019-12-07 19:00:00, None, 2.044
None, -0.708, 95.9, None, None, None, None, None, -1.0, None, None, 2019-12-07 20:00:00, None, 1.948
None, -1.417, 96.2, None, None, None, None, None, -2.0, None, None, 2019-12-07 21:00:00, None, 1.941
None, -1.607, 97.0, None, None, None, None, None, -2.0, None, None, 2019-12-07 22:00:00, None, 2.093
None, -1.401, 96.8, None, None, None, None, None, -2.0, None, None, 2019-12-07 23:00:00, None, 1.943
None, -0.996, 96.8, None, None, None, None, None, -2.0, None, None, 2019-12-08 00:00:00, None, 1.877
None, -1.377, 94.8, None, None, None, None, None, -2.0, None, None, 2019-12-08 01:00:00, None, 1.908
None, -1.218, 94.9, None, None, None, None, None, -2.0, None, None, 2019-12-08 02:00:00, None, 1.983
None, -1.401, 93.9, None, None, None, None, None, -3.0, None, None, 2019-12-08 03:00:00, None, 1.877
None, -1.65, 93.8, None, None, None, None, None, -3.0, None, None, 2019-12-08 04:00:00, None, 1.975
None, -1.551, 90.8, None, None, None, None, None, -3.0, None, None, 2019-12-08 05:00:00, None, 1.866
None, -2.32, 93.4, None, None, None, None, None, -3.0, None, None, 2019-12-08 06:00:00, None, 1.74
None, -2.593, 89.5, None, None, None, None, None, -4.0, None, None, 2019-12-08 07:00:00, None, 1.848
None, -2.578, 87.2, None, None, None, None, None, -5.0, None, None, 2019-12-08 08:00:00, None, 1.846
None, -2.926, 86.5, None, None, None, None, None, -4.0, None, None, 2019-12-08 09:00:00, None, 1.785
None, -2.601, 85.3, None, None, None, None, None, -5.0, None, None, 2019-12-08 10:00:00, None, 1.865
None, -2.209, 81.4, None, None, None, None, None, -5.0, None, None, 2019-12-08 11:00:00, None, 1.775
None, -1.311, 81.6, None, None, None, None, None, -4.0, None, None, 2019-12-08 12:00:00, None, 1.767
None, -0.654, 77.91, None, None, None, None, None, -3.0, None, None, 2019-12-08 13:00:00, None, 1.657
None, -0.362, 78.56, None, None, None, None, None, -3.0, None, None, 2019-12-08 14:00:00, None, 1.733
None, -0.465, 79.97, None, None, None, None, None, -3.0, None, None, 2019-12-08 15:00:00, None, 1.876
None, -1.427, 87.8, None, None, None, None, None, -3.0, None, None, 2019-12-08 16:00:00, None, 1.561
None, -1.457, 91.1, None, None, None, None, None, -3.0, None, None, 2019-12-08 17:00:00, None, 1.794
None, -1.674, 90.9, None, None, None, None, None, -3.0, None, None, 2019-12-08 18:00:00, None, 1.742
None, -1.868, 89.1, None, None, None, None, None, -4.0, None, None, 2019-12-08 19:00:00, None, 1.831
None, -2.007, 90.6, None, None, None, None, None, -3.0, None, None, 2019-12-08 20:00:00, None, 1.76
None, -1.864, 91.5, None, None, None, None, None, -3.0, None, None, 2019-12-08 21:00:00, None, 1.716
None, -1.749, 91.8, None, None, None, None, None, -3.0, None, None, 2019-12-08 22:00:00, None, 1.669
None, -2.142, 88.9, None, None, None, None, None, -4.0, None, None, 2019-12-08 23:00:00, None, 1.787
None, -1.979, 88.1, None, None, None, None, None, -4.0, None, None, 2019-12-09 00:00:00, None, 1.701
None, -2.732, 87.4, None, None, None, None, None, -5.0, None, None, 2019-12-09 01:00:00, None, 1.732
None, -2.558, 86.7, None, None, None, None, None, -4.0, None, None, 2019-12-09 02:00:00, None, 1.676
None, -2.807, 87.7, None, None, None, None, None, -5.0, None, None, 2019-12-09 03:00:00, None, 1.699
None, -3.382, 86.6, None, None, None, None, None, -5.0, None, None, 2019-12-09 04:00:00, None, 1.698
None, -4.04, 85.2, None, None, None, None, None, -5.0, None, None, 2019-12-09 05:00:00, None, 1.73
None, -3.956, 85.1, None, None, None, None, None, -6.0, None, None, 2019-12-09 06:00:00, None, 1.67
None, -4.487, 84.7, None, None, None, None, None, -6.0, None, None, 2019-12-09 07:00:00, None, 1.635
None, -4.677, 83.2, None, None, None, None, None, -7.0, None, None, 2019-12-09 08:00:00, None, 1.69
None, -4.914, 82.6, None, None, None, None, None, -7.0, None, None, 2019-12-09 09:00:00, None, 1.701
None, -4.11, 81.7, None, None, None, None, None, -6.0, None, None, 2019-12-09 10:00:00, None, 1.624
None, -3.036, 85.0, None, None, None, None, None, -5.0, None, None, 2019-12-09 11:00:00, None, 1.61
None, -3.102, 82.9, None, None, None, None, None, -5.0, None, None, 2019-12-09 12:00:00, None, 1.587
None, -2.666, 82.0, None, None, None, None, None, -5.0, None, None, 2019-12-09 13:00:00, None, 1.6
None, -1.125, 74.83, None, None, None, None, None, -4.0, None, None, 2019-12-09 14:00:00, None, 1.074
None, -2.494, 86.5, None, None, None, None, None, -5.0, None, None, 2019-12-09 15:00:00, None, 1.694
None, -4.048, 90.4, None, None, None, None, None, -5.0, None, None, 2019-12-09 16:00:00, None, 1.443
None, -4.213, 91.7, None, None, None, None, None, -5.0, None, None, 2019-12-09 17:00:00, None, 1.614
None, -5.202, 92.0, None, None, None, None, None, -6.0, None, None, 2019-12-09 18:00:00, None, 1.539
None, -5.553, 91.0, None, None, None, None, None, -6.0, None, None, 2019-12-09 19:00:00, None, 1.383
None, -5.544, 92.4, None, None, None, None, None, -6.0, None, None, 2019-12-09 20:00:00, None, 1.738
None, -5.243, 91.3, None, None, None, None, None, -6.0, None, None, 2019-12-09 21:00:00, None, 1.63
None, -5.509, 92.0, None, None, None, None, None, -7.0, None, None, 2019-12-09 22:00:00, None, 1.484
None, -5.711, 90.9, None, None, None, None, None, -6.0, None, None, 2019-12-09 23:00:00, None, 1.519
None, -5.731, 91.4, None, None, None, None, None, -7.0, None, None, 2019-12-10 00:00:00, None, 1.584
None, -5.964, 90.8, None, None, None, None, None, -7.0, None, None, 2019-12-10 01:00:00, None, 1.522
None, -5.576, 93.5, None, None, None, None, None, -7.0, None, None, 2019-12-10 02:00:00, None, 1.589
None, -5.984, 90.4, None, None, None, None, None, -7.0, None, None, 2019-12-10 03:00:00, None, 1.563
None, -5.691, 93.6, None, None, None, None, None, -6.0, None, None, 2019-12-10 04:00:00, None, 1.593
None, -5.853, 93.4, None, None, None, None, None, -7.0, None, None, 2019-12-10 05:00:00, None, 1.658
None, -5.762, 93.9, None, None, None, None, None, -6.0, None, None, 2019-12-10 06:00:00, None, 1.642
None, -5.838, 92.5, None, None, None, None, None, -7.0, None, None, 2019-12-10 07:00:00, None, 1.535
