station_observations
pcpn_amt_pst24hrs, CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, max_air_temp_snc_last_reset, rel_hum, dwpt_temp, air_temp, min_air_temp_snc_last_reset, DEW_POINT, pcpn_amt_pst1hr, snwfl_amt_pst1hr, time, snw_dpth, stn_pres
None, -0.572, 77.27, None, None, None, None, None, -4.0, None, None, 2019-12-03 18:00:00, None, None
None, -0.678, 78.36, None, None, None, None, None, -4.0, None, None, 2019-12-03 19:00:00, None, None
None, -0.789, 79.54, None, None, None, None, None, -4.0, None, None, 2019-12-03 20:00:00, None, None
None, -0.789, 80.3, None, None, None, None, None, -3.0, None, None, 2019-12-03 21:00:00, None, None
None, -0.773, 80.8, None, None, None, None, None, -3.0, None, None, 2019-12-03 22:00:00, None, None
None, -0.742, 82.3, None, None, None, None, None, -3.0, None, None, 2019-12-03 23:00:00, None, None
None, -0.837, 84.4, None, None, None, None, None, -3.0, None, None, 2019-12-04 00:00:00, None, None
None, -0.75, 83.8, None, None, None, None, None, -3.0, None, None, 2019-12-04 01:00:00, None, None
None, -0.663, 83.3, None, None, None, None, None, -3.0, None, None, 2019-12-04 02:00:00, None, None
None, -0.568, 83.6, None, None, None, None, None, -3.0, None, None, 2019-12-04 03:00:00, None, None
None, -0.54, 83.6, None, None, None, None, None, -3.0, None, None, 2019-12-04 04:00:00, None, None
None, -0.607, 84.0, None, None, None, None, None, -3.0, None, None, 2019-12-04 05:00:00, None, None
None, -0.607, 84.5, None, None, None, None, None, -3.0, None, None, 2019-12-04 06:00:00, None, None
None, -0.556, 85.6, None, None, None, None, None, -2.0, None, None, 2019-12-04 07:00:00, None, None
None, -0.647, 85.0, None, None, None, None, None, -3.0, None, None, 2019-12-04 08:00:00, None, None
None, -0.576, 85.8, None, None, None, None, None, -2.0, None, None, 2019-12-04 09:00:00, None, None
None, -0.252, 85.7, None, None, None, None, None, -2.0, None, None, 2019-12-04 10:00:00, None, None
None, -0.185, 86.9, None, None, None, None, None, -2.0, None, None, 2019-12-04 11:00:00, None, None
None, -0.086, 87.1, None, None, None, None, None, -2.0, None, None, 2019-12-04 12:00:00, None, None
None, 0.495, 85.3, None, None, None, None, None, -2.0, None, None, 2019-12-04 13:00:00, None, None
None, 1.467, 82.7, None, None, None, None, None, -1.0, None, None, 2019-12-04 14:00:00, None, None
None, 0.882, 89.8, None, None, None, None, None, 0.0, None, None, 2019-12-04 15:00:00, None, None
None, 0.809, 92.6, None, None, None, None, None, 0.0, None, None, 2019-12-04 16:00:00, None, None
None, 0.558, 93.8, None, None, None, None, None, 0.0, None, None, 2019-12-04 17:00:00, None, None
None, 0.499, 94.2, None, None, None, None, None, 0.0, None, None, 2019-12-04 18:00:00, None, None
None, 0.521, 94.7, None, None, None, None, None, 0.0, None, None, 2019-12-04 19:00:00, None, None
None, 0.345, 94.7, None, None, None, None, None, 0.0, None, None, 2019-12-04 20:00:00, None, None
None, 0.4, 94.1, None, None, None, None, None, 0.0, None, None, 2019-12-04 21:00:00, None, None
None, 0.013, 94.4, None, None, None, None, None, -1.0, None, None, 2019-12-04 22:00:00, None, None
None, -0.572, 94.5, None, None, None, None, None, -1.0, None, None, 2019-12-04 23:00:00, None, None
None, -1.141, 94.4, None, None, None, None, None, -2.0, None, None, 2019-12-05 00:00:00, None, None
None, -1.595, 94.6, None, None, None, None, None, -2.0, None, None, 2019-12-05 01:00:00, None, None
None, -1.848, 94.4, None, None, None, None, None, -3.0, None, None, 2019-12-05 02:00:00, None, None
None, -1.893, 94.2, None, None, None, None, None, -3.0, None, None, 2019-12-05 03:00:00, None, None
None, -1.832, 93.6, None, None, None, None, None, -2.0, None, None, 2019-12-05 04:00:00, None, None
None, -1.749, 93.6, None, None, None, None, None, -2.0, None, None, 2019-12-05 05:00:00, None, None
None, -1.398, 93.4, None, None, None, None, None, -2.0, None, None, 2019-12-05 06:00:00, None, None
None, -1.251, 93.0, None, None, None, None, None, -2.0, None, None, 2019-12-05 07:00:00, None, None
None, -1.647, 93.6, None, None, None, None, None, -2.0, None, None, 2019-12-05 08:00:00, None, None
None, -1.208, 93.0, None, None, None, None, None, -2.0, None, None, 2019-12-05 09:00:00, None, None
None, -0.623, 87.9, None, None, None, None, None, -2.0, None, None, 2019-12-05 10:00:00, None, None
None, -0.153, 82.2, None, None, None, None, None, -2.0, None, None, 2019-12-05 11:00:00, None, None
None, 0.562, 79.64, None, None, None, None, None, -3.0, None, None, 2019-12-05 12:00:00, None, None
None, 0.961, 76.82, None, None, None, None, None, -3.0, None, None, 2019-12-05 13:00:00, None, None
None, 1.556, 74.17, None, None, None, None, None, -3.0, None, None, 2019-12-05 14:00:00, None, None
None, 1.254, 76.12, None, None, None, None, None, -2.0, None, None, 2019-12-05 15:00:00, None, None
None, 0.311, 81.6, None, None, None, None, None, -2.0, None, None, 2019-12-05 16:00:00, None, None
None, -0.26, 84.1, None, None, None, None, None, -2.0, None, None, 2019-12-05 17:00:00, None, None
None, -1.307, 89.1, None, None, None, None, None, -3.0, None, None, 2019-12-05 18:00:00, None, None
None, -1.848, 90.8, None, None, None, None, None, -3.0, None, None, 2019-12-05 19:00:00, None, None
None, -0.58, 86.0, None, None, None, None, None, -2.0, None, None, 2019-12-05 20:00:00, None, None
None, 0.456, 81.6, None, None, None, None, None, -3.0, None, None, 2019-12-05 21:00:00, None, None
None, -0.331, 86.3, None, None, None, None, None, -2.0, None, None, 2019-12-05 22:00:00, None, None
None, 0.112, 82.5, None, None, None, None, None, -3.0, None, None, 2019-12-05 23:00:00, None, None
None, 0.78, 79.73, None, None, None, None, None, -3.0, None, None, 2019-12-06 00:00:00, None, None
None, 0.799, 79.89, None, None, None, None, None, -2.0, None, None, 2019-12-06 01:00:00, None, None
None, 0.878, 79.92, None, None, None, None, None, -2.0, None, None, 2019-12-06 02:00:00, None, None
None, 0.921, 79.3, None, None, None, None, None, -2.0, None, None, 2019-12-06 03:00:00, None, None
None, 1.161, 79.14, None, None, None, None, None, -2.0, None, None, 2019-12-06 04:00:00, None, None
None, 1.06, 80.9, None, None, None, None, None, -2.0, None, None, 2019-12-06 05:00:00, None, None
None, 0.986, 82.0, None, None, None, None, None, -2.0, None, None, 2019-12-06 06:00:00, None, None
None, 1.193, 82.6, None, None, None, None, None, -1.0, None, None, 2019-12-06 07:00:00, None, None
None, 1.309, 83.0, None, None, None, None, None, -1.0, None, None, 2019-12-06 08:00:00, None, None
None, 1.551, 83.5, None, None, None, None, None, -1.0, None, None, 2019-12-06 09:00:00, None, None
None, 0.268, 83.4, None, None, None, None, None, -2.0, None, None, 2019-12-06 10:00:00, None, None
None, 2.352, 81.6, None, None, None, None, None, -1.0, None, None, 2019-12-06 11:00:00, None, None
None, 3.134, 80.2, None, None, None, None, None, 0.0, None, None, 2019-12-06 12:00:00, None, None
None, 3.758, 78.42, None, None, None, None, None, 1.0, None, None, 2019-12-06 13:00:00, None, None
None, 4.536, 74.94, None, None, None, None, None, 1.0, None, None, 2019-12-06 14:00:00, None, None
None, 4.805, 74.29, None, None, None, None, None, 1.0, None, None, 2019-12-06 15:00:00, None, None
None, 4.256, 77.7, None, None, None, None, None, 1.0, None, None, 2019-12-06 16:00:00, None, None
None, 3.581, 79.88, None, None, None, None, None, 1.0, None, None, 2019-12-06 17:00:00, None, None
None, 3.877, 78.93, None, None, None, None, None, 1.0, None, None, 2019-12-06 18:00:00, None, None
None, 4.248, 78.09, None, None, None, None, None, 1.0, None, None, 2019-12-06 19:00:00, None, None
None, 4.193, 78.46, None, None, None, None, None, 1.0, None, None, 2019-12-06 20:00:00, None, None
None, 4.019, 79.09, None, None, None, None, None, 1.0, None, None, 2019-12-06 21:00:00, None, None
None, 4.066, 77.26, None, None, None, None, None, 0.0, None, None, 2019-12-06 22:00:00, None, None
None, 3.916, 77.72, None, None, None, None, None, 0.0, None, None, 2019-12-06 23:00:00, None, None
None, 3.948, 77.73, None, None, None, None, None, 0.0, None, None, 2019-12-07 00:00:00, None, None
None, 3.573, 79.14, None, None, None, None, None, 0.0, None, None, 2019-12-07 01:00:00, None, None
None, 3.53, 78.2, None, None, None, None, None, 0.0, None, None, 2019-12-07 02:00:00, None, None
None, 3.285, 80.1, None, None, None, None, None, 0.0, None, None, 2019-12-07 03:00:00, None, None
None, 2.841, 79.9, None, None, None, None, None, 0.0, None, None, 2019-12-07 04:00:00, None, None
None, 3.195, 79.6, None, None, None, None, None, 0.0, None, None, 2019-12-07 05:00:00, None, None
None, 1.836, 84.5, None, None, None, None, None, -1.0, None, None, 2019-12-07 06:00:00, None, None
None, 1.802, 84.6, None, None, None, None, None, -1.0, None, None, 2019-12-07 07:00:00, None, None
None, 1.728, 85.2, None, None, None, None, None, 0.0, None, None, 2019-12-07 08:00:00, None, None
None, 1.608, 86.1, None, None, None, None, None, -1.0, None, None, 2019-12-07 09:00:00, None, None
None, 1.421, 89.0, None, None, None, None, None, 0.0, None, None, 2019-12-07 10:00:00, None, None
None, 1.592, 91.0, None, None, None, None, None, 0.0, None, None, 2019-12-07 11:00:00, None, None
None, 1.865, 90.9, None, None, None, None, None, 0.0, None, None, 2019-12-07 12:00:00, None, None
None, 1.895, 92.0, None, None, None, None, None, 1.0, None, None, 2019-12-07 13:00:00, None, None
None, 1.833, 94.3, None, None, None, None, None, 1.0, None, None, 2019-12-07 14:00:00, None, None
None, 1.647, 95.5, None, None, None, None, None, 1.0, None, None, 2019-12-07 15:00:00, None, None
None, 1.208, 95.9, None, None, None, None, None, 1.0, None, None, 2019-12-07 16:00:00, None, None
None, 0.466, 96.2, None, None, None, None, None, 0.0, None, None, 2019-12-07 17:00:00, None, None
None, 0.324, 96.6, None, None, None, None, None, 0.0, None, None, 2019-12-07 18:00:00, None, None
None, 0.373, 96.6, None, None, None, None, None, 0.0, None, None, 2019-12-07 19:00:00, None, None
None, 0.27, 96.8, None, None, None, None, None, 0.0, None, None, 2019-12-07 20:00:00, None, None
None, 0.471, 97.0, None, None, None, None, None, 0.0, None, None, 2019-12-07 21:00:00, None, None
None, 0.483, 97.2, None, None, None, None, None, 0.0, None, None, 2019-12-07 22:00:00, None, None
None, 0.653, 97.1, None, None, None, None, None, 0.0, None, None, 2019-12-07 23:00:00, None, None
None, 0.788, 97.0, None, None, None, None, None, 0.0, None, None, 2019-12-08 00:00:00, None, None
None, 1.186, 97.3, None, None, None, None, None, 1.0, None, None, 2019-12-08 01:00:00, None, None
None, 1.277, 97.0, None, None, None, None, None, 1.0, None, None, 2019-12-08 02:00:00, None, None
None, 1.566, 96.2, None, None, None, None, None, 1.0, None, None, 2019-12-08 03:00:00, None, None
None, 1.09, 95.5, None, None, None, None, None, 0.0, None, None, 2019-12-08 04:00:00, None, None
None, 0.431, 95.6, None, None, None, None, None, 0.0, None, None, 2019-12-08 05:00:00, None, None
None, -0.43, 96.2, None, None, None, None, None, -1.0, None, None, 2019-12-08 06:00:00, None, None
None, -1.133, 95.9, None, None, None, None, None, -2.0, None, None, 2019-12-08 07:00:00, None, None
None, -1.986, 95.8, None, None, None, None, None, -2.0, None, None, 2019-12-08 08:00:00, None, None
None, -2.527, 95.8, None, None, None, None, None, -3.0, None, None, 2019-12-08 09:00:00, None, None
None, -2.521, 95.4, None, None, None, None, None, -3.0, None, None, 2019-12-08 10:00:00, None, None
None, -2.329, 93.8, None, None, None, None, None, -3.0, None, None, 2019-12-08 11:00:00, None, None
None, -2.181, 94.6, None, None, None, None, None, -3.0, None, None, 2019-12-08 12:00:00, None, None
None, -2.065, 94.6, None, None, None, None, None, -2.0, None, None, 2019-12-08 13:00:00, None, None
None, -2.078, 94.8, None, None, None, None, None, -3.0, None, None, 2019-12-08 14:00:00, None, None
None, -2.145, 94.9, None, None, None, None, None, -3.0, None, None, 2019-12-08 15:00:00, None, None
None, -2.482, 95.3, None, None, None, None, None, -3.0, None, None, 2019-12-08 16:00:00, None, None
None, -2.957, 95.5, None, None, None, None, None, -4.0, None, None, 2019-12-08 17:00:00, None, None
None, -2.947, 95.2, None, None, None, None, None, -4.0, None, None, 2019-12-08 18:00:00, None, None
None, -3.114, 95.0, None, None, None, None, None, -4.0, None, None, 2019-12-08 19:00:00, None, None
None, -3.455, 94.9, None, None, None, None, None, -4.0, None, None, 2019-12-08 20:00:00, None, None
None, -3.764, 94.7, None, None, None, None, None, -4.0, None, None, 2019-12-08 21:00:00, None, None
None, -3.959, 93.3, None, None, None, None, None, -5.0, None, None, 2019-12-08 22:00:00, None, None
None, -4.128, 93.1, None, None, None, None, None, -5.0, None, None, 2019-12-08 23:00:00, None, None
None, -4.45, 93.2, None, None, None, None, None, -5.0, None, None, 2019-12-09 00:00:00, None, None
None, -4.636, 92.7, None, None, None, None, None, -5.0, None, None, 2019-12-09 01:00:00, None, None
None, -5.379, 90.8, None, None, None, None, None, -7.0, None, None, 2019-12-09 02:00:00, None, None
None, -5.565, 90.3, None, None, None, None, None, -7.0, None, None, 2019-12-09 03:00:00, None, None
None, -5.45, 90.1, None, None, None, None, None, -7.0, None, None, 2019-12-09 04:00:00, None, None
None, -5.075, 89.7, None, None, None, None, None, -7.0, None, None, 2019-12-09 05:00:00, None, None
None, -5.778, 88.3, None, None, None, None, None, -7.0, None, None, 2019-12-09 06:00:00, None, None
None, -5.996, 87.9, None, None, None, None, None, -7.0, None, None, 2019-12-09 07:00:00, None, None
None, -6.478, 87.7, None, None, None, None, None, -8.0, None, None, 2019-12-09 08:00:00, None, None
None, -5.835, 88.5, None, None, None, None, None, -7.0, None, None, 2019-12-09 09:00:00, None, None
None, -5.676, 88.8, None, None, None, None, None, -7.0, None, None, 2019-12-09 10:00:00, None, None
None, -5.075, 86.8, None, None, None, None, None, -7.0, None, None, 2019-12-09 11:00:00, None, None
None, -4.403, 86.1, None, None, None, None, None, -6.0, None, None, 2019-12-09 12:00:00, None, None
None, -3.47, 85.0, None, None, None, None, None, -5.0, None, None, 2019-12-09 13:00:00, None, None
None, -3.121, 87.9, None, None, None, None, None, -5.0, None, None, 2019-12-09 14:00:00, None, None
None, -3.55, 91.1, None, None, None, None, None, -5.0, None, None, 2019-12-09 15:00:00, None, None
None, -4.191, 92.1, None, None, None, None, None, -5.0, None, None, 2019-12-09 16:00:00, None, None
None, -4.846, 93.3, None, None, None, None, None, -6.0, None, None, 2019-12-09 17:00:00, None, None
None, -5.427, 93.9, None, None, None, None, None, -6.0, None, None, 2019-12-09 18:00:00, None, None
None, -5.162, 94.4, None, None, None, None, None, -6.0, None, None, 2019-12-09 19:00:00, None, None
None, -5.431, 94.1, None, None, None, None, None, -6.0, None, None, 2019-12-09 20:00:00, None, None
None, -5.632, 93.7, None, None, None, None, None, -6.0, None, None, 2019-12-09 21:00:00, None, None
None, -6.018, 92.4, None, None, None, None, None, -7.0, None, None, 2019-12-09 22:00:00, None, None
None, -6.18, 92.0, None, None, None, None, None, -7.0, None, None, 2019-12-09 23:00:00, None, None
None, -6.63, 92.1, None, None, None, None, None, -7.0, None, None, 2019-12-10 00:00:00, None, None
None, -6.786, 91.9, None, None, None, None, None, -8.0, None, None, 2019-12-10 01:00:00, None, None
None, -6.996, 92.1, None, None, None, None, None, -8.0, None, None, 2019-12-10 02:00:00, None, None
None, -6.566, 91.5, None, None, None, None, None, -8.0, None, None, 2019-12-10 03:00:00, None, None
None, -6.118, 91.4, None, None, None, None, None, -7.0, None, None, 2019-12-10 04:00:00, None, None
None, -5.711, 91.7, None, None, None, None, None, -7.0, None, None, 2019-12-10 05:00:00, None, None
None, -5.344, 92.4, None, None, None, None, None, -6.0, None, None, 2019-12-10 06:00:00, None, None
None, -4.055, 90.2, None, None, None, None, None, -5.0, None, None, 2019-12-10 07:00:00, None, None
None, -5.056, 90.8, None, None, None, None, None, -6.0, None, None, 2019-12-10 08:00:00, None, None
None, -3.909, 90.4, None, None, None, None, None, -5.0, None, None, 2019-12-10 09:00:00, None, None
None, -3.359, 89.3, None, None, None, None, None, -5.0, None, None, 2019-12-10 10:00:00, None, None
None, -2.794, 87.3, None, None, None, None, None, -4.0, None, None, 2019-12-10 11:00:00, None, None
None, -2.405, 85.4, None, None, None, None, None, -4.0, None, None, 2019-12-10 12:00:00, None, None
None, -1.738, 82.9, None, None, None, None, None, -4.0, None, None, 2019-12-10 13:00:00, None, None
None, -1.431, 80.2, None, None, None, None, None, -4.0, None, None, 2019-12-10 14:00:00, None, None
None, -1.18, 79.75, None, None, None, None, None, -4.0, None, None, 2019-12-10 15:00:00, None, None
